1595, 56.5, 47.0, 61.0
1605, 46.3, 32.0, 44.0
1615, 39.2, 28.0, 37.0
1625, 77.3, 35.0, 30.0
1635, 72.5, 45.0, 40.0
1645, 65.9, 58.0, 59.0
1655, 60.0, 67.0, 72.0
1665, 52.9, 60.0, 64.0
1675, 43.5, 42.0, 44.0
1685, 34.9, 32.0, 32.0
1765, 77.6, 37.0, 7.0
1775, 72.9, 46.0, 12.0
1785, 59.6, 69.0, 32.0
1788, 53.7, 74.0, 47.0
1795, 48.2, 66.0, 43.0
1805, 40.8, 55.0, 33.0
1815, 30.2, 39.0, 21.0
1767, 80.0, 31.0, 4.0
1777, 64.3, 62.0, 19.0
1787, 56.5, 73.0, 39.0
Red 032, 55.3, 72.0, 43.0
1797, 47.8, 61.0, 36.0
1807, 40.4, 48.0, 25.0
1817, 28.2, 23.0, 10.0
1895, 80.8, 27.0, -2.0
1905, 74.5, 39.0, -1.0
1915, 58.8, 67.0, 10.0
1925, 49.4, 78.0, 28.0
1935, 43.1, 70.0, 28.0
1945, 37.3, 60.0, 19.0
1955, 31.4, 50.0, 14.0
2365, 81.6, 25.0, -11.0
2375, 65.5, 51.0, -24.0
2385, 53.3, 69.0, -29.0
2395, 46.3, 77.0, -28.0
2405, 40.4, 70.0, -27.0
2415, 36.1, 64.0, -24.0
2425, 29.8, 55.0, -18.0
2562, 75.3, 26.0, -22.0
2572, 66.7, 35.0, -31.0
2582, 50.6, 53.0, -44.0
2592, 41.2, 61.0, -50.0
2602, 34.9, 57.0, -45.0
2612, 32.2, 46.0, -34.0
2622, 29.4, 31.0, -20.0
2563, 72.2, 23.0, -21.0
2573, 62.7, 31.0, -28.0
2583, 50.6, 39.0, -35.0
2593, 37.3, 47.0, -40.0
2603, 30.2, 45.0, -37.0
2613, 27.5, 42.0, -33.0
2623, 25.5, 37.0, -27.0
2567, 70.6, 21.0, -24.0
2577, 58.8, 29.0, -34.0
2587, 41.6, 40.0, -45.0
2597, 24.7, 48.0, -52.0
2607, 20.8, 43.0, -45.0
2617, 18.4, 38.0, -39.0
2627, 15.3, 30.0, -30.0
2635, 76.1, 13.0, -21.0
2645, 66.3, 20.0, -32.0
2655, 56.5, 26.0, -43.0
2665, 45.5, 35.0, -53.0
Violet, 18.8, 55.0, -70.0
2685, 13.3, 41.0, -53.0
2695, 14.1, 18.0, -24.0
2705, 69.4, 11.0, -30.0
2715, 58.4, 17.0, -42.0
2725, 44.7, 25.0, -55.0
2735, 14.1, 48.0, -68.0
2745, 12.9, 36.0, -55.0
2755, 12.5, 27.0, -45.0
2765, 11.0, 16.0, -29.0
2706, 84.3, 1.0, -13.0
2716, 71.4, 4.0, -30.0
2726, 42.0, 18.0, -60.0
2736, 23.5, 36.0, -73.0
2746, 18.8, 31.0, -64.0
2756, 15.7, 19.0, -47.0
2766, 12.2, 11.0, -33.0
2707, 84.7, -3.0, -14.0
2717, 78.4, -4.0, -24.0
2727, 51.8, 3.0, -59.0
Blue 072, 17.6, 43.0, -76.0
2747, 13.7, 22.0, -54.0
2757, 13.3, 12.0, -43.0
2767, 16.1, 2.0, -25.0
2708, 81.2, -2.0, -18.0
2718, 56.1, 3.0, -48.0
2728, 32.5, 18.0, -68.0
2738, 14.1, 39.0, -70.0
2748, 13.3, 22.0, -54.0
2758, 13.3, 14.0, -44.0
2768, 11.4, 6.0, -31.0
2905, 77.3, -13.0, -23.0
2915, 69.4, -16.0, -33.0
2925, 59.6, -17.0, -45.0
2935, 34.1, -2.0, -64.0
